tbabs_1_nh,blackbodyrad_1_kT,blackbodyrad_1_norm,powerlaw_1_alpha,powerlaw_1_norm
0.09395450445544065,0.7497190475571124,0.2050447452455378,2.129112981068044,0.00028858007300291917
0.09318373660759878,0.7826442734946643,0.1582596287577376,2.073466125358559,0.0002961723109132376
0.08998259489301409,0.7453556384183158,0.16039907788754149,2.020293218095954,0.0003027133739985731
0.1086377123074057,0.7825625211984876,0.15651173896521242,2.1967528604461926,0.0003137053564431131
0.09816368411178727,0.7527197488033225,0.15860732627915064,2.0697681410671844,0.00031616301247850825
0.08152105549593291,0.7875606537515606,0.1645262768357952,2.1006998272602666,0.0002739665243161522
0.07404328162262236,0.7804695911671137,0.17214352422766097,2.0686936381326824,0.00026818503868991894
0.11445911823049837,0.7932636595467053,0.15398782343401887,2.168395453210134,0.00031223568152508903
0.09571385544956944,0.7604248385792525,0.19324568966627922,2.140355331254196,0.0002894067794316523
0.06377309570186757,0.7268648093119459,0.21424863900391702,2.018583232807975,0.00025309143459542165
0.12881180189365377,0.821604875629859,0.13611431792003864,2.318222145037766,0.00033347103595238295
0.07722818310220177,0.7657216181005642,0.1750624889057273,2.092745270240686,0.0002765322699495391
0.11068940946057665,0.7892761090177322,0.14546922409514138,2.226222518611479,0.0003326478111333113
0.09676676862390422,0.7562223272674238,0.19884250443386875,2.150974567031511,0.0002851031218436339
0.12663694815249069,0.7791076809373529,0.12611493103220497,2.1586298999098488,0.00035060225642731313
0.10597676482429455,0.8060948940212991,0.15816914206649696,2.182323654892838,0.0003016790769010221
0.08204083262842454,0.7475383568128684,0.19873873347241286,2.06216720633006,0.00027378603834115044
0.09600393147844807,0.7681206604777016,0.1566677538004098,2.105298313742431,0.0002989140063493205
0.0795433531864568,0.674733080117236,0.2508343867612031,2.04975490860649,0.00027902004091870673
0.11310326122992768,0.7970616723228661,0.12487481127073714,2.1871046257393316,0.000335208052622179
0.10550395327254429,0.7533291155819086,0.1795781486611412,2.1805038780715864,0.000306255128431501
0.11149413234821051,0.8348207213525523,0.12947983208047098,2.208785787018855,0.00032665247176688454
0.06428319185000861,0.737263092540849,0.22249331618359017,2.0261871739710897,0.0002481713130381582
0.07589259010425767,0.7599383623102499,0.18396288749415088,2.1222156284286986,0.0002751073679807609
0.11056589310503624,0.8005023355463964,0.13008374081075033,2.143688025623465,0.0003278204494577112
0.06869273985305083,0.7173806585233189,0.21510813902640893,2.002039983798978,0.000263811757012095
0.08027726119631705,0.7217058494024705,0.18645156093679693,2.031291992029805,0.00029025573024338253
0.13125816318580905,0.8218872529587437,0.11314838540017967,2.1958319686604346,0.0003563531966623974
0.08928781896474271,0.7478718747741684,0.17350029502703113,2.087023714043038,0.00029844612775810917
0.10052574766863095,0.7898664943725954,0.13885241085608097,2.1178407935141106,0.00031616918645415115
0.10008645533376742,0.768533803626169,0.15993134505521447,2.138826403512257,0.000297032506677584
0.09426385434932438,0.766192921230757,0.17275844423919542,2.107741643028695,0.00029409327754293546
0.07849168665747726,0.7347898399035859,0.2109213750262018,2.0683336191864665,0.00026645592521796113
0.10595424763242547,0.7854539981621536,0.14929730760104232,2.15806328483718,0.00031699706711685354
0.09043484007588763,0.7874328101536209,0.1490174088252346,2.119530023786695,0.00029463552207878966
0.11066926948167541,0.7692506563229787,0.16334420865476598,2.1929175025164462,0.0003246619345596492
0.09275342376621419,0.727786825343348,0.1841369738801317,2.0298300033804804,0.0003029252499018292
